zmienna_zalezna,predyktor,pearson_r,pearson_p,spearman_r,spearman_p
prgp_per90,touches_per90,0.7029448922189465,2.28250562232185e-272,0.6772955093113178,1.5170756059555767e-245
prgp_per90,kp_per90,0.3296839623713376,1.4184391027704612e-47,0.25688061067307794,6.382360141041257e-29
prgp_per90,carries_per90,0.7035230622693891,5.254186937730634e-273,0.6870042751172418,2.271624166234586e-255
