cluster_em,tkl_int_per90,ga_per90,prgp_per90,gls_per90,xg_per90,touches_per90,kp_per90,carries_per90
0,2.6108841212283957,0.3095235820956565,4.7888512835476105,0.1406899403459948,0.13676929266677892,61.156186044969985,1.506449364542391,34.15788563992613
1,1.3127551716751895,0.37423763958237993,2.0181774797951206,0.2610085308002493,0.27801016337477,35.74433816231032,1.0272629494453847,20.554168794018377
2,3.102715305487896,0.11205066661660007,3.75490240513264,0.03268472325335203,0.04622444088588594,61.291078804965416,0.6395607899621374,32.59157049278042
3,1.3663919990501474,0.7173568253750676,3.6525536693986043,0.4738545120118927,0.45358132219758796,45.10209294489095,1.6386037456445712,28.1833313841991
4,2.8677076352988062,0.04340902788104562,3.5665109346458337,0.04340902788104562,0.04930527122130241,61.75347227215926,0.4517420699191469,33.582028440190726
