zmienna_zalezna,predyktor,pearson_r,pearson_p,spearman_r,spearman_p
gls_per90,xg_per90,0.8741362976172289,0.0,0.8254069358719834,0.0
gls_per90,sh_per90,0.7648824965155001,0.0,0.7418262373887953,4.8691e-319
gls_per90,sot_per90,0.8346282481924433,0.0,0.8077619563865799,0.0
