zmienna,średnia_DF,średnia_MF,średnia_FW,p_value,istotna_roznica
tkl_int_per90,2.8210850780438474,2.814484395608425,1.395277039686858,1.499021594565748e-135,True
ga_per90,0.10042121042855201,0.22614976089695593,0.46190163458701927,1.2414322345955623e-155,True
prgp_per90,3.54902217369895,4.546307934802852,2.505658170024603,1.9285613026211824e-91,True
